website,phones,social_links
https://oceancurrent.com,"['39810175434934', '42214266929334', '41588990967990', '42085728059574', '39810174124214', '42083851305142', '42214319358134', '41808298541238', '39810174419126', '42111333138614', '42083778003126', '42085728026806', '41719670964406', '41709993164982', '39810174386358', '39810175500470', '39810173370550', '39810176647350', '41764051845302', '41719668474038', '41808267182262', '41596074590390', '42083861364918', '41808282517686', '41596074557622', '42083861430454', '42214319423670', '42083787309238', '41596074623158', '41719750099126', '42111291097270', '42083523231926', '39810174582966', '42083777970358', '39810173468854', '41808282484918', '42214258081974', '41697411137718', '41719758422198', '41719745413302', '39810174615734', '41808308207798', '42111333204150', '41764051910838', '39810174353590', '41697413497014', '41588991000758', '41719671029942', '41764048830646', '41764048732342', '42083638837430', '39810176581814', '42214258049206', '42083851337910', '41753452871862', '41719610900662', '41753452773558', '39810173403318', '39810175533238', '41764051943606', '42111333171382', '41763974906038', '42083777937590', '41697908621494', '41753452904630', '41719610867894', '42214266896566', '39810174025910', '42214257983670', '41719758520502', '41763986735286', '42083851403446', '42083787276470', '42111333105846', '42214348521654', '42214319390902', '41719668375734', '41763974971574', '39810173599926', '41869736444086', '41709993197750', '41719610835126', '41697411203254', '39810173436086', '41719670997174', '42083523330230', '41719750131894', '41697413464246', '39810173567158', '41697908588726', '41709993230518', '41808282419382', '41808308240566', '39810176385206', '42083861397686', '41596074655926', '42083638935734', '41808308142262', '42083778035894', '41719758454966', '39810176417974', '39810175467702', '42214348456118', '39810174550198', '39810174058678', '41753452839094', '41753452806326', '41697411170486', '41588991033526', '42214258016438', '41588821065910', '41719668441270', '41808308175030', '41763974873270', '41719610933430', '42111291130038', '41697406714038', '41719745478838', '41763986669750', '41697908523190', '41808282452150', '39810176680118', '41763986702518', '42083787374774', '41719670931638', '41808298442934', '41697908555958', '42083861332150', '42083523264694', '41588820967606', '41719668408502', '42085728092342', '41697406779574', '41808267149494', '39810174091446', '42083851370678', '39810173534390', '41588821033142', '42111291162806', '42214348488886', '41764048765110', '39810176614582', '42083638902966', '41719745380534', '41719750066358', '41869736509622', '41869736411318', '41808267215030', '41763974938806', '41764048797878', '41697413529782', '41697406746806', '42085727994038', '41719758487734', '41709993263286', '41764051878070', '39810173632694', '41697413562550', '42214266962102', '41697406812342', '41719745446070', '42214319325366', '41763986636982', '39810176319670', '41808267116726', '42083638870198', '42214348554422', '41588821000374', '39810174451894', '41808298508470', '42111291064502', '41719750164662', '41808298475702', '39810176352438', '41697411236022', '42214266863798', '41869736476854', '42083523297462', '42083787342006', '39810174517430', '41588990935222']","['https://instagram.com/oceancurrent', 'https://facebook.com/oceancurrent', 'https://www.instagram.com/oceancurrent/', 'https://instagram.com/oceancurrent', 'https://instagram.com/oceancurrent', 'https://facebook.com/oceancurrent']"
https://arnoldprint.com,"['717) 392-5491', '17603-4475']",[]
https://deepdivecounseling.net,[],[]
https://forcht-law.com,[],[]
https://graciejoplin.com,"['417) 850-6447', '417) 621-5639']","['https://www.facebook.com/graciejoplin', 'https://www.facebook.com/profile.php?id=1636452124', 'https://www.facebook.com/jason.rios.16547008', 'https://www.facebook.com/shiloh.burchfield', 'https://www.facebook.com/rob.gaul.3', 'https://www.facebook.com/profile.php?id=100003634880192', 'https://www.facebook.com/zach.lawson.54', 'https://www.facebook.com/Ghettotacos417', 'https://www.facebook.com/graciejoplin', 'https://www.facebook.com/profile.php?id=100089055761441']"
https://itpc-usa.com,[],"['https://www.facebook.com/wix', 'https://instagram.com/wix', 'https://www.twitter.com/wix']"
https://scienceeducators.org,[],[]
https://directdrivelogistics.com,['1.877.633.5045'],[]
https://gsbphoto.com,[],[]
https://pinehavenresort.com,"['218-682-2547', '123456789101112', '2025-01-24']","['https://www.facebook.com/HackCFC/', 'https://www.facebook.com/NorLightsCasino/', 'https://www.facebook.com/bearpausetheater/', 'https://www.facebook.com/login/?next=https%3A%2F%2Fwww.facebook.com%2FPine-Haven-Resort-on-Blackwater-Lake-130381357029056%2Freviews%2F', 'https://www.facebook.com/Pine-Haven-Resort-on-Blackwater-Lake-130381357029056/']"
https://cavachonsofoklahoma.com,[],[]
https://fuecid.shop,[],[]
https://janellesrestaurant.com,[],[]
https://peacefulwolftaichi.com,[],[]
https://uomosport.com,['310.205.0407'],"['https://www.facebook.com/UOMOSPORT2016/', 'http://twitter.com/uomo_sport', 'http://instagram.com/uomo_sport', 'https://www.linkedin.com/company/uomo-sport', 'https://www.facebook.com/UOMOSPORT2016/', 'http://twitter.com/uomo_sport', 'http://instagram.com/uomo_sport', 'https://www.linkedin.com/company/uomo-sport']"
https://warnby.com,[],[]
https://antiochassistedliving.com,[],[]
https://davidprieto.realestate,"['91316\n818.422.3831', '302\n                            \n\n\n\n\n\n\n\n\n\n\n\n                            22.8', '126\n                            \n\n\n\n\n\n\n\n\n\n                            -1.6', '818.422.3831', '53\n                            \n\n\n\n\n\n\n\n\n\n\n\n                            8.2', '800\n20378']","['http://twitter.com/share', 'https://www.facebook.com/DPREServices/', 'https://www.linkedin.com/in/david-prieto-0a908330/', 'http://twitter.com/share', 'https://www.facebook.com/DPREServices/', 'https://www.linkedin.com/in/david-prieto-0a908330/', 'http://twitter.com/share']"
https://gygeneralservices.business.site,[],[]
https://kickitupquilting.com,['022 - .025'],"['https://www.instagram.com/kickitupquilting/', 'https://www.facebook.com/KickItUpQuilting/', 'https://www.instagram.com/kickitupquilting/', 'https://www.facebook.com/KickItUpQuilting/']"
https://koimountain.com,[],[]
https://pinolevistareimagined.com,[],[]
https://seamuspuppy.com,[],[]
https://aop3d.com,"['9795466318074538', '781-507-1606']","['https://www.facebook.com/AOPthreeD', 'https://www.instagram.com/aop3d/', 'https://www.facebook.com/AOPthreeD', 'https://www.instagram.com/aop3d/', 'https://www.facebook.com/AOPthreeD', 'https://www.instagram.com/aop3d/', 'https://www.facebook.com/AOPthreeD', 'https://www.instagram.com/aop3d/']"
https://off-trail.co,['34567456789012'],"['https://www.instagram.com/offtrail.co/', 'https://www.instagram.com/offtrail.co/', 'https://www.instagram.com/offtrail.co/', 'https://www.instagram.com/offtrail.co/']"
https://proexecstaffing.com,['713-248-2245'],"['https://www.facebook.com/proexecstaffing', 'https://twitter.com/exec_pro', 'https://linkedin.com/company/pro-exec-staffing']"
https://stewartgrain.com,"['217) 759-7938', '765) 986-2254', '765-986-2254', '217-759-7938']",[]
https://truyasushica.com,['95051(408) 244-4534'],[]
https://yingtexun.com,[],[]
https://camilluscusecamp.com,[],[]
https://hyhp.org,[],"['https://www.facebook.com/hawaiiyhp', 'https://www.linkedin.com/company/hyhp', 'https://www.instagram.com/hawaiiyhp']"
https://rrrobotictec.com,[],[]
https://thebeautyteam.com,['908-917-5233'],"['https://www.facebook.com/', 'https://twitter.com/', 'https://www.instagram.com/', 'https://www.linkedin.com/', 'https://www.facebook.com/The-Beauty-Team-NJ-1524388267839855', 'https://www.instagram.com/thebeautyteamnj/?hl=en', 'https://www.linkedin.com/in/daniela-brozkova-3b084b9/']"
https://justgooglebenhiggins.com,[],[]
https://onsa.net,['503) 316-9638'],[]
https://stitchncluck.com,[],[]
https://ascend-tech.us,[],"['https://www.linkedin.com/company/ascendant-software-technology-llc/', 'https://twitter.com/AscendSoftTech']"
https://buryservices.com,[],[]
https://cleaningsvccolumbiafalls.com,[],[]
https://fortlaudedalepsychic.com,[],[]
https://longrealty.com,[],[]
https://miltongeorgialiving.com,[],[]
https://smensclub.org,['15143\n\n412-741-9622'],['https://www.facebook.com/smensclub']
https://woodgateapts.net,"['844) 201-7843', '84084\n\n(844) 201-7843']","['https://www.facebook.com/sharer/sharer.php?u=https://www.woodgateapts.net&src=sdkpreparse', 'https://twitter.com/intent/tweet?text=Look%20at%20these%20amazing%20photos!', 'https://www.facebook.com/pg/aptswoodgate/photos/', 'https://www.instagram.com/woodgate.jordan.landing/']"
https://crawfordproduction.com,[],[]
https://fanbladedesigns.com,['208-720-4041'],"['https://twitter.com/FanBladeDesigns', 'https://twitter.com/fanbladedesigns', 'https://www.facebook.com/pages/Fan-Blade-Designs/1414707588783035', 'https://instagram.com/fanbladedesigns']"
https://ghostmountain.org,[],['https://www.instagram.com/ghostmountainpdx/']
https://lequedagua.com,['212 317 004'],"['https://www.instagram.com/lequedagua/', 'https://www.facebook.com/lequedagua.lda/']"
https://lisinoprilfst.com,[],[]
https://nbwatergardens.com,['65340660-229-3777'],[]
https://semillacenter.org,['2024\t\t\t\t\t\t\t\t\t\t\n\n\n 0'],"['https://www.facebook.com/SemillaCenter/', 'https://twitter.com/semillacenter', 'https://www.instagram.com/semillacenter/', 'https://www.facebook.com/SemillaCenter/', 'https://twitter.com/semillacenter', 'https://www.instagram.com/semillacenter/']"
https://jrmatheny.com,[],[]
https://madebyjosy.com,[],[]
https://philippineflowers.com,"['+63\r\n\t\t\t\t    . 10', '2000-2025']",[]
https://stpunited.org,['816) 331-6444'],"['https://www.instagram.com/stpaulsraymore/', 'https://www.facebook.com/stpunited/']"
https://thethriftyhijabi.com,[],[]
https://timemusicgroupnyc.com,[],[]
https://2701jamesmwood.com,"['213-247-4210', '2021 2701']",[]
https://behindthewhitebeard.com,[],[]
https://calcoastjewelryappraisers.com,['760-504-6343'],"['https://www.facebook.com/CalCoastJewelryAppraisers/', 'https://www.instagram.com/gemologistgirl/']"
https://floraottimer.com,[],"['http://facebook.com/floraottimer', 'http://instagram.com/floraottimer']"
https://infinitiofsouthatlanta.com,"['770) 729-4843', '2025\n\n\n\n2024\n\n\n\n2023\n\n\n\n2022\n\n\n\n2021\n\n\n\n2020\n\n\n\n2019\n\n\n\n2018\n\n\n\n2017\n\n\n\n2016\n\n\n\n2015\n\n\n\n2014\n\n\n\n2013\n\n\n\n2012\n\n\n\n2011\n\n\n\n2010\n\n\n\n2006', '770) 729-4858']","['https://www.facebook.com/INFINITIofAtlanta', 'https://twitter.com/InfinitiofSA', 'https://www.facebook.com/INFINITIofAtlanta', 'https://twitter.com/InfinitiofSA']"
https://johnsoncreekrvresort.com,"['830) 367-3300', '830-367-3300']","['https://www.instagram.com/explore/locations/252106602/johnson-creek-rv-resort-park/', 'https://www.facebook.com/johnsoncreekrvresortpark']"
https://liketelevision.com,[],[]
https://talkingparents.com,[],"['https://www.facebook.com/TalkingParents/', 'https://twitter.com/Talkingparents', 'https://www.instagram.com/talkingparentsapp/']"
https://allcleanhomes.com,[],[]
https://ericamhill.com,[],[]
https://hypnosishealthworks.com,['310) 404-1256'],[]
https://rewildyourgarden.com,"['207.653.9334', '207-653-9334']","['https://www.facebook.com/kdbgardenrewilder/', 'https://instagram.com/rewildyourgarden']"
https://shakeprosolutions.com,[],[]
https://themarketinggroupaz.com,[],[]
https://virustarllc.com,[],[]
https://continentalfresh.com,[],[]
https://marblepolishingmiami.net,[],[]
https://tornadobaseball.com,[],[]
https://hdnavalue.com,['310.378.5700'],"['https://www.facebook.com/pages/Hollingshead-Dearden-Associates/848956838453944', 'https://www.linkedin.com/company/hollingshead-dearden-&-associates']"
https://mojoparker.com,"['1\n\n\n2\n\n\n3', '13\n\n\n\n\n\n\n \n      4', '10\n\n\n\n\n\n\n \n      9', '38\n\n\n\n\n\n\n \n      7', '44\n\n\n\n\n\n\n \n      3', '14\n\n\n\n\n\n\n \n      2', '51\n\n\n\n\n\n\n \n      8', '09\n\n\n\n\n\n\n \n      10', '21\n\n\n\n\n\n\n \n      5', '50\n\n\n\n\n\n\n \n      6']","['https://www.facebook.com/mojoparker', 'https://instagram.com/mojoparkerblues', 'https://www.facebook.com/mojoparker', 'https://instagram.com/mojoparkerblues']"
https://proofpass.com,[],[]
https://rgaineswebdevelopment.com,[],[]
https://spynewsletter.com,[],[]
https://charliesproshop.com,['727) 397-3947'],[]
https://haqelyaqeen.com,[],[]
https://mutterpasshuellen.eu,[],[]
https://theneumannproject.com,[],[]
https://vibrantlifefarms.com,"['80538970.222.5917', '970) 222.5917']","['https://www.instagram.com/vibrantlifefarms', 'https://www.facebook.com/vibrantlifefarms', 'https://instagram.com/wix/']"
https://vipsmarthomes.com,[],[]
https://jsdagency.com,[],[]
https://sunnova-solar-oakland.business.site,[],[]
https://tevisdenise.com,[],"['https://www.facebook.com/tevis.denise', 'https://www.twitter.com/tevisdenise', 'https://www.linkedin.com/in/tevis-denise/', 'https://www.instagram.com/tevisdenise', 'https://www.facebook.com/wix', 'https://twitter.com/wix', 'https://www.instagram.com/wix/', 'https://www.linkedin.com/company/wix-com/mycompany/']"
https://badgertoyotalift.com,[],[]
https://bettoli.realtor,[],[]
https://greggardnersbarbershop.com,[],[]
https://hautesalonjc.com,[],[]
https://ropescan.us,['701) 478-6666'],[]
https://saracott.com,[],[]
https://dumpsterrentalalhambraca.com,[],[]
https://fynres.com,[],[]
https://hubbardstudios.com,[],[]
https://roushdetailingllc.com,[],"['https://www.facebook.com/RoushDetailingLLC', 'https://www.instagram.com/RoushDetailingLLC.Colorado']"
https://salinasidingcompany.com,"['785) 390-8822', '785-390-8822']","['https://www.facebook.com/Salina-Siding-Company-104405568676524', 'https://www.linkedin.com/company/75604120/', 'https://www.facebook.com/Salina-Siding-Company-104405568676524', 'https://www.linkedin.com/company/75604120/']"
https://arisepca.com,[],[]
https://hairbykole.com,[],[]
https://bundlesbybassett.com,[],[]
